iterations,fitness,time,fevals
0,0.034205863517,0.0157816619994,812
10,0.0439886334309,0.0221371250009,1506
20,0.0561032610369,0.0283913140011,2205
30,0.0552280005888,0.0345953710021,2906
40,0.0577667478183,0.0406531140034,3610
50,0.0642037552926,0.0467094810028,4319
60,0.0698425275773,0.0525873790029,5028
70,0.068515029013,0.0583347900028,5721
80,0.0722445021938,0.0642576690043,6428
90,0.0783519078309,0.0698938210044,7129
100,0.0816720046392,0.0768087960041,7825
110,0.081989631485,0.0826244240034,8524
120,0.077032547916,0.0880313040034,9216
130,0.0770554636709,0.0934205400026,9912
140,0.0776470833523,0.0994382830031,10608
150,0.0814443297951,0.105038830003,11314
160,0.0868926683828,0.111137541002,12028
170,0.0803609422869,0.116545680003,12715
180,0.0793445594697,0.122139648001,13417
190,0.0741233459258,0.124811215002,14115
200,0.0805894289812,0.127552892003,14821
210,0.0807110809673,0.130138032004,15519
220,0.0763389826047,0.132907229005,16217
230,0.0670359885887,0.135622033005,16909
240,0.0710501881981,0.138450994005,17607
250,0.0799388282507,0.141249446006,18295
260,0.0841425229865,0.144102804004,18992
270,0.0814685988341,0.146688784005,19680
280,0.09322413797,0.149224399005,20376
290,0.0906986676883,0.151748381006,21071
300,0.0902233266855,0.154259371006,21771
310,0.0900317810561,0.157100969005,22464
320,0.0990663514236,0.159730412006,23169
330,0.0972628593689,0.162387229006,23851
340,0.0987628176013,0.164952851006,24564
350,0.0971347423696,0.167488165007,25255
360,0.0956716361785,0.169961252008,25955
370,0.08841337333,0.172503616008,26651
380,0.0816071228198,0.175053650008,27346
390,0.091918868535,0.177444368008,28027
400,0.0894578262638,0.179941470007,28730
410,0.0940759866046,0.182443783007,29427
420,0.0935129755299,0.184727007008,30121
430,0.0917794337915,0.187143426008,30830
440,0.10047906121,0.18962357401,31524
450,0.0912507721295,0.19237790401,32217
460,0.0905804562341,0.194717355009,32910
470,0.0904720392726,0.197108596009,33608
480,0.096541999945,0.199494223009,34297
490,0.0968386918288,0.201966376007,34992
500,0.0926070651747,0.204601033007,35701
