iterations,fitness,time,fevals
0,492.0,2.43329999998e-05,11
10,486.0,9.86859999994e-05,21
20,486.0,0.000116957999999,31
30,490.0,0.000136883999998,41
40,492.0,0.000155764999998,51
50,496.0,0.000176736999998,61
60,496.0,0.000195087999997,71
70,500.0,0.000262691999998,81
80,502.0,0.000283030999999,91
90,506.0,0.000340304999999,101
100,506.0,0.000380097999999,111
110,510.0,0.000402325,121
120,514.0,0.000420637,131
130,514.0,0.000440008,141
140,514.0,0.000458887,151
150,518.0,0.000478609,161
160,520.0,0.000497521,171
170,522.0,0.000518677,181
180,524.0,0.000537016999999,191
190,530.0,0.000605688999999,201
200,534.0,0.000624788999999,211
210,540.0,0.000645060999998,221
220,540.0,0.000667443999999,231
230,540.0,0.000691703999999,241
240,542.0,0.000710810999998,251
250,542.0,0.000731043999998,261
260,542.0,0.000749515999998,271
270,542.0,0.000769579999998,281
280,548.0,0.000886270999998,291
290,548.0,0.000919297999999,301
300,550.0,0.000940231999999,311
310,552.0,0.000968359999999,321
320,556.0,0.000992820999999,331
330,556.0,0.001020724,341
340,560.0,0.001045547,351
350,562.0,0.00107338,361
360,564.0,0.001102251,371
370,566.0,0.001124018,381
380,566.0,0.001143035,391
390,566.0,0.00117818,401
400,568.0,0.001198404,411
410,570.0,0.001219887,421
420,572.0,0.001239217,431
430,572.0,0.001353271,441
440,576.0,0.001386796,451
450,578.0,0.001409134,461
460,582.0,0.001427786,471
470,584.0,0.001448534,481
480,584.0,0.001467173,491
490,586.0,0.001488045,501
500,588.0,0.001508102,511
510,588.0,0.001529649,521
520,590.0,0.00154924,531
530,590.0,0.001570066,541
540,590.0,0.001641475,551
550,590.0,0.001664811,561
560,590.0,0.001691763,571
570,592.0,0.001728577,581
580,593.0,0.001747887,591
590,597.0,0.001770316,601
600,599.0,0.001789548,611
610,603.0,0.001825982,621
620,603.0,0.001870351,631
630,607.0,0.001938685,641
640,607.0,0.001959513,651
650,607.0,0.00198093,661
660,607.0,0.007631784,671
670,609.0,0.007654025,681
680,609.0,0.007678039,691
690,609.0,0.007697962,701
700,609.0,0.007719495,711
710,613.0,0.007753976,721
720,613.0,0.007807932,731
730,617.0,0.007835431,741
740,621.0,0.007860052,751
750,623.0,0.007879831,761
760,627.0,0.007980766,771
770,627.0,0.008001661,781
780,629.0,0.008031546,791
790,629.0,0.008071169,801
800,631.0,0.008094155,811
810,633.0,0.008113877,821
820,637.0,0.008141819,831
830,639.0,0.008162095,841
840,639.0,0.008183879,851
850,643.0,0.008217687,861
860,647.0,0.008243024,871
870,647.0,0.008263267,881
880,647.0,0.008285508,891
890,649.0,0.00830659,901
900,649.0,0.008328531,911
910,649.0,0.008357584,921
920,651.0,0.008381497,931
930,651.0,0.008401878,941
940,651.0,0.008424495,951
950,651.0,0.008444615,961
960,651.0,0.008467363,971
970,651.0,0.008487144,981
980,653.0,0.008508979,991
990,653.0,0.008528897,1001
1000,657.0,0.008551035,1011
1010,657.0,0.00857088,1021
1020,659.0,0.008592983,1031
1030,659.0,0.008613182,1041
1040,659.0,0.008636164,1051
1050,661.0,0.008656083,1061
1060,661.0,0.008678104,1071
1070,663.0,0.008698365,1081
1080,665.0,0.008721742,1091
1090,665.0,0.008744698,1101
1100,667.0,0.008769579,1111
1110,667.0,0.008790978,1121
1120,667.0,0.008868941,1131
1130,667.0,0.008888013,1141
1140,667.0,0.008911243,1151
1150,667.0,0.008930052,1161
1160,667.0,0.008950723,1171
1170,669.0,0.008970782,1181
1180,671.0,0.008990624,1191
1190,671.0,0.009009064,1201
1200,671.0,0.009029883,1211
1210,671.0,0.009048734,1221
1220,671.0,0.009069142,1231
1230,671.0,0.009087515,1241
1240,671.0,0.009107312,1251
1250,671.0,0.009125489,1261
1260,671.0,0.009146391,1271
1270,677.0,0.009165309,1281
1280,677.0,0.009185721,1291
1290,679.0,0.009204569,1301
1300,681.0,0.009248813,1311
1310,683.0,0.009270287,1321
1320,683.0,0.009293205,1331
1330,683.0,0.009328072,1341
1340,685.0,0.009352757,1351
1350,687.0,0.009379174,1361
1360,689.0,0.009404896,1371
1370,689.0,0.009427761,1381
1380,689.0,0.009468078,1391
1390,689.0,0.009488987,1401
